#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-03-07T08:33:18 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ56dd3cc3122a	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/552/A16&tab:{J/A+A/552/A16/limb1-4}&key:source=J/A+A/552/A16/limb1-4&HTTPPRM:&
#-source=J/A+A/552/A16/limb1-4
#-order=I
#-out=logg
#-out=Teff
#-out=Z
#-out=xi
#-out=Filt
#-out=Met
#-out=Mod
#-out=u
#-out=Merit
#Merit=Merit
#-out=a
#-out=b
#-out=c
#-out=d
#-out=e
#-out=f
#

#RESOURCE=yCat_35520016
#Name: J/A+A/552/A16
#Title: Limb-darkening for CoRoT, Kepler, Spitzer. II. (Claret+, 2013)
#Table	J_A_A_552_A16_limb1-4:
#Name: J/A+A/552/A16/limb1-4
#Title: 1- and 2-parameter limb-darkening coefficients for quasi-spherical PHOENIX models: quadratic {\em(a,b)}, root-square {\em(c,d)} and logarithmic {\em(e,f)}, (equations 2, 3 and 4)
#Column	logg	(F5.2)	[2.5/5.5] Surface gravity	[ucd=phys.gravity]
#Column	Teff	(F6)	[5000/10000] Effective temperature	[ucd=phys.temperature.effective]
#Column	Z	(F4.1)	[0] Metallicity (log[M/H])	[ucd=phys.abund.Z]
#Column	xi	(F4.1)	[2] Microturbulent velocity {xi}	[ucd=phys.veloc]
#Column	Filt	(A2)	Filter (G1)	[ucd=meta.id;instr.filter]
#Column	Met	(A1)	[LF] Method (Least-Square or Flux Conservation)	[ucd=meta.id;stat.fit]
#Column	Mod	(A2)	[qs] quasi-spherical PHOENIX model	[ucd=stat.param;meta.modelled]
#Column	u	(F8.4)	Linear limb darkening coefficient u (G2)	[ucd=pos.distance]
#Column	Merit	(a5)	Corresponding figure of merit	[ucd=meta.ref.url]
#Column	a	(F8.4)	Quadratic limb darkening coefficient a (G2)	[ucd=phot.limbDark]
#Column	b	(F8.4)	Quadratic limb darkening coefficient b (G2)	[ucd=phot.limbDark]
#Column	c	(F8.4)	Root-square limb darkening coefficient c (G2)	[ucd=phot.limbDark]
#Column	d	(F8.4)	Root-square limb darkening coefficient d (G2)	[ucd=phot.limbDark]
#Column	e	(F8.4)	Logarithmic limb darkening coefficient e (G2)	[ucd=phot.limbDark]
#Column	f	(F8.4)	Logarithmic limb darkening coefficient f (G2)	[ucd=phot.limbDark]
logg|Teff|Z|xi|Filt|Met|Mod|u|Merit|a|b|c|d|e|f
 3.50|  5300| 0.0| 2.0|r'|F|qs|  0.6336|Merit|  0.5734|  0.1203|  0.4531|  0.3007|  0.7137|  0.1203
 4.00|  5300| 0.0| 2.0|r'|F|qs|  0.6306|Merit|  0.5751|  0.1112|  0.4639|  0.2779|  0.7048|  0.1112
 4.50|  5300| 0.0| 2.0|r'|F|qs|  0.6309|Merit|  0.5752|  0.1114|  0.4638|  0.2784|  0.7051|  0.1114
 5.00|  5300| 0.0| 2.0|r'|F|qs|  0.6234|Merit|  0.5561|  0.1346|  0.4215|  0.3365|  0.7132|  0.1346
 5.50|  5300| 0.0| 2.0|r'|F|qs|  0.6258|Merit|  0.5544|  0.1427|  0.4117|  0.3569|  0.7209|  0.1427
 3.00|  5400| 0.0| 2.0|r'|F|qs|  0.6325|Merit|  0.5473|  0.1704|  0.3769|  0.4260|  0.7461|  0.1704
 3.50|  5400| 0.0| 2.0|r'|F|qs|  0.6236|Merit|  0.5604|  0.1264|  0.4340|  0.3160|  0.7079|  0.1264
 4.00|  5400| 0.0| 2.0|r'|F|qs|  0.6199|Merit|  0.5611|  0.1177|  0.4434|  0.2942|  0.6984|  0.1177
 4.50|  5400| 0.0| 2.0|r'|F|qs|  0.6105|Merit|  0.5427|  0.1357|  0.4070|  0.3392|  0.7010|  0.1357
 5.00|  5400| 0.0| 2.0|r'|F|qs|  0.6114|Merit|  0.5384|  0.1461|  0.3922|  0.3654|  0.7089|  0.1461
 5.50|  5400| 0.0| 2.0|r'|F|qs|  0.6125|Merit|  0.5342|  0.1567|  0.3775|  0.3917|  0.7169|  0.1567
 3.00|  5500| 0.0| 2.0|r'|F|qs|  0.6244|Merit|  0.5360|  0.1769|  0.3591|  0.4423|  0.7424|  0.1769
 3.50|  5500| 0.0| 2.0|r'|F|qs|  0.6144|Merit|  0.5484|  0.1320|  0.4163|  0.3301|  0.7024|  0.1320
 4.00|  5500| 0.0| 2.0|r'|F|qs|  0.6098|Merit|  0.5481|  0.1234|  0.4247|  0.3084|  0.6920|  0.1234
 4.50|  5500| 0.0| 2.0|r'|F|qs|  0.5991|Merit|  0.5274|  0.1434|  0.3841|  0.3584|  0.6947|  0.1434
 5.00|  5500| 0.0| 2.0|r'|F|qs|  0.5991|Merit|  0.5216|  0.1551|  0.3665|  0.3878|  0.7025|  0.1551
 5.50|  5500| 0.0| 2.0|r'|F|qs|  0.5995|Merit|  0.5155|  0.1679|  0.3476|  0.4199|  0.7115|  0.1679
 3.00|  5600| 0.0| 2.0|r'|F|qs|  0.6162|Merit|  0.5237|  0.1849|  0.3388|  0.4623|  0.7395|  0.1849
 3.50|  5600| 0.0| 2.0|r'|F|qs|  0.6056|Merit|  0.5369|  0.1372|  0.3997|  0.3431|  0.6971|  0.1372
 4.00|  5600| 0.0| 2.0|r'|F|qs|  0.6003|Merit|  0.5362|  0.1282|  0.4080|  0.3204|  0.6857|  0.1282
 4.50|  5600| 0.0| 2.0|r'|F|qs|  0.5882|Merit|  0.5131|  0.1501|  0.3630|  0.3752|  0.6882|  0.1501
 5.00|  5600| 0.0| 2.0|r'|F|qs|  0.5875|Merit|  0.5065|  0.1618|  0.3447|  0.4046|  0.6953|  0.1618
 5.50|  5600| 0.0| 2.0|r'|F|qs|  0.5772|Merit|  0.4792|  0.1959|  0.2833|  0.4898|  0.7078|  0.1959
 3.00|  5700| 0.0| 2.0|r'|F|qs|  0.6084|Merit|  0.5115|  0.1938|  0.3177|  0.4845|  0.7375|  0.1938
 3.50|  5700| 0.0| 2.0|r'|F|qs|  0.5971|Merit|  0.5260|  0.1422|  0.3838|  0.3556|  0.6919|  0.1422
 4.00|  5700| 0.0| 2.0|r'|F|qs|  0.5821|Merit|  0.5083|  0.1475|  0.3608|  0.3688|  0.6804|  0.1475
 4.50|  5700| 0.0| 2.0|r'|F|qs|  0.5780|Merit|  0.5000|  0.1560|  0.3440|  0.3900|  0.6820|  0.1560
 5.00|  5700| 0.0| 2.0|r'|F|qs|  0.5766|Merit|  0.4928|  0.1675|  0.3253|  0.4188|  0.6882|  0.1675
 5.50|  5700| 0.0| 2.0|r'|F|qs|  0.5646|Merit|  0.4625|  0.2042|  0.2583|  0.5106|  0.7008|  0.2042
 3.00|  5800| 0.0| 2.0|r'|F|qs|  0.6007|Merit|  0.4993|  0.2027|  0.2966|  0.5068|  0.7358|  0.2027
 3.50|  5800| 0.0| 2.0|r'|F|qs|  0.5891|Merit|  0.5155|  0.1471|  0.3684|  0.3678|  0.6872|  0.1471
 4.00|  5800| 0.0| 2.0|r'|F|qs|  0.5729|Merit|  0.4963|  0.1530|  0.3433|  0.3825|  0.6749|  0.1530
 4.50|  5800| 0.0| 2.0|r'|F|qs|  0.5686|Merit|  0.4883|  0.1605|  0.3278|  0.4013|  0.6756|  0.1605
 5.00|  5800| 0.0| 2.0|r'|F|qs|  0.5662|Merit|  0.4802|  0.1721|  0.3080|  0.4303|  0.6810|  0.1721
 5.50|  5800| 0.0| 2.0|r'|F|qs|  0.5528|Merit|  0.4475|  0.2106|  0.2369|  0.5264|  0.6932|  0.2106
 3.00|  5900| 0.0| 2.0|r'|F|qs|  0.5933|Merit|  0.4864|  0.2138|  0.2726|  0.5346|  0.7359|  0.2138
 3.50|  5900| 0.0| 2.0|r'|F|qs|  0.5814|Merit|  0.5054|  0.1520|  0.3535|  0.3799|  0.6827|  0.1520
 4.00|  5900| 0.0| 2.0|r'|F|qs|  0.5641|Merit|  0.4854|  0.1576|  0.3278|  0.3940|  0.6692|  0.1576
 4.50|  5900| 0.0| 2.0|r'|F|qs|  0.5594|Merit|  0.4771|  0.1647|  0.3124|  0.4117|  0.6692|  0.1647
 5.00|  5900| 0.0| 2.0|r'|F|qs|  0.5566|Merit|  0.4687|  0.1757|  0.2930|  0.4393|  0.6737|  0.1757
 5.50|  5900| 0.0| 2.0|r'|F|qs|  0.5416|Merit|  0.4335|  0.2162|  0.2173|  0.5404|  0.6857|  0.2162
 3.00|  6000| 0.0| 2.0|r'|F|qs|  0.5863|Merit|  0.4720|  0.2287|  0.2433|  0.5717|  0.7387|  0.2287
 3.50|  6000| 0.0| 2.0|r'|F|qs|  0.5732|Merit|  0.4957|  0.1549|  0.3408|  0.3873|  0.6764|  0.1549
 4.00|  6000| 0.0| 2.0|r'|F|qs|  0.5559|Merit|  0.4747|  0.1623|  0.3124|  0.4058|  0.6641|  0.1623
 4.50|  6000| 0.0| 2.0|r'|F|qs|  0.5504|Merit|  0.4670|  0.1669|  0.3001|  0.4173|  0.6617|  0.1669
 5.00|  6000| 0.0| 2.0|r'|F|qs|  0.5351|Merit|  0.4342|  0.2018|  0.2324|  0.5045|  0.6696|  0.2018
 5.50|  6000| 0.0| 2.0|r'|F|qs|  0.5313|Merit|  0.4207|  0.2211|  0.1996|  0.5529|  0.6787|  0.2211
 3.00|  6100| 0.0| 2.0|r'|F|qs|  0.5798|Merit|  0.4540|  0.2516|  0.2024|  0.6289|  0.7475|  0.2516
 3.50|  6100| 0.0| 2.0|r'|F|qs|  0.5660|Merit|  0.4861|  0.1598|  0.3263|  0.3995|  0.6725|  0.1598
 4.00|  6100| 0.0| 2.0|r'|F|qs|  0.5480|Merit|  0.4645|  0.1670|  0.2975|  0.4176|  0.6593|  0.1670
 4.50|  6100| 0.0| 2.0|r'|F|qs|  0.5422|Merit|  0.4571|  0.1701|  0.2870|  0.4254|  0.6556|  0.1701
 5.00|  6100| 0.0| 2.0|r'|F|qs|  0.5255|Merit|  0.4237|  0.2036|  0.2201|  0.5090|  0.6613|  0.2036
 5.50|  6100| 0.0| 2.0|r'|F|qs|  0.5214|Merit|  0.4090|  0.2248|  0.1843|  0.5619|  0.6713|  0.2248
 3.00|  6200| 0.0| 2.0|r'|F|qs|  0.5740|Merit|  0.4270|  0.2941|  0.1329|  0.7352|  0.7701|  0.2941
 3.50|  6200| 0.0| 2.0|r'|F|qs|  0.5589|Merit|  0.4763|  0.1652|  0.3111|  0.4130|  0.6691|  0.1652
 4.00|  6200| 0.0| 2.0|r'|F|qs|  0.5402|Merit|  0.4546|  0.1712|  0.2834|  0.4281|  0.6544|  0.1712
 4.50|  6200| 0.0| 2.0|r'|F|qs|  0.5046|Merit|  0.4059|  0.1974|  0.2084|  0.4936|  0.6362|  0.1974
 5.00|  6200| 0.0| 2.0|r'|F|qs|  0.5168|Merit|  0.4133|  0.2069|  0.2063|  0.5174|  0.6547|  0.2069
 5.50|  6200| 0.0| 2.0|r'|F|qs|  0.5122|Merit|  0.3984|  0.2275|  0.1709|  0.5689|  0.6639|  0.2275
 3.00|  6300| 0.0| 2.0|r'|F|qs|  0.5694|Merit|  0.3884|  0.3621|  0.0263|  0.9052|  0.8108|  0.3621
 3.50|  6300| 0.0| 2.0|r'|F|qs|  0.5424|Merit|  0.4469|  0.1910|  0.2559|  0.4775|  0.6697|  0.1910
 4.00|  6300| 0.0| 2.0|r'|F|qs|  0.5328|Merit|  0.4450|  0.1758|  0.2692|  0.4394|  0.6500|  0.1758
 4.50|  6300| 0.0| 2.0|r'|F|qs|  0.4960|Merit|  0.3957|  0.2006|  0.1950|  0.5016|  0.6297|  0.2006
 5.00|  6300| 0.0| 2.0|r'|F|qs|  0.5085|Merit|  0.4032|  0.2105|  0.1927|  0.5262|  0.6488|  0.2105
 5.50|  6300| 0.0| 2.0|r'|F|qs|  0.5027|Merit|  0.3871|  0.2311|  0.1560|  0.5779|  0.6568|  0.2311
 3.00|  6400| 0.0| 2.0|r'|F|qs|  0.5657|Merit|  0.3348|  0.4617| -0.1269|  1.1542|  0.8735|  0.4617
 3.50|  6400| 0.0| 2.0|r'|F|qs|  0.5351|Merit|  0.4359|  0.1985|  0.2373|  0.4963|  0.6675|  0.1985
 4.00|  6400| 0.0| 2.0|r'|F|qs|  0.5257|Merit|  0.4354|  0.1806|  0.2549|  0.4514|  0.6461|  0.1806
 4.50|  6400| 0.0| 2.0|r'|F|qs|  0.4880|Merit|  0.3861|  0.2037|  0.1824|  0.5093|  0.6238|  0.2037
 5.00|  6400| 0.0| 2.0|r'|F|qs|  0.5009|Merit|  0.3947|  0.2124|  0.1823|  0.5310|  0.6425|  0.2124
 5.50|  6400| 0.0| 2.0|r'|F|qs|  0.4763|Merit|  0.3575|  0.2376|  0.1199|  0.5941|  0.6348|  0.2376
 3.00|  6500| 0.0| 2.0|r'|F|qs|  0.5617|Merit|  0.2873|  0.5487| -0.2614|  1.3719|  0.9275|  0.5487
 3.50|  6500| 0.0| 2.0|r'|F|qs|  0.5280|Merit|  0.4244|  0.2072|  0.2172|  0.5180|  0.6661|  0.2072
 4.00|  6500| 0.0| 2.0|r'|F|qs|  0.5187|Merit|  0.4259|  0.1857|  0.2402|  0.4642|  0.6425|  0.1857
 4.50|  6500| 0.0| 2.0|r'|F|qs|  0.4806|Merit|  0.3773|  0.2065|  0.1708|  0.5162|  0.6182|  0.2065
 5.00|  6500| 0.0| 2.0|r'|F|qs|  0.4935|Merit|  0.3852|  0.2167|  0.1685|  0.5417|  0.6380|  0.2167
 5.50|  6500| 0.0| 2.0|r'|F|qs|  0.4681|Merit|  0.3488|  0.2387|  0.1101|  0.5967|  0.6273|  0.2387
 3.00|  6600| 0.0| 2.0|r'|F|qs|  0.5580|Merit|  0.2490|  0.6179| -0.3689|  1.5448|  0.9699|  0.6179
 3.50|  6600| 0.0| 2.0|r'|F|qs|  0.5211|Merit|  0.4127|  0.2168|  0.1959|  0.5420|  0.6656|  0.2168
 4.00|  6600| 0.0| 2.0|r'|F|qs|  0.5120|Merit|  0.4163|  0.1916|  0.2247|  0.4789|  0.6398|  0.1916
 4.50|  6600| 0.0| 2.0|r'|F|qs|  0.4737|Merit|  0.3691|  0.2093|  0.1598|  0.5231|  0.6132|  0.2093
 5.00|  6600| 0.0| 2.0|r'|F|qs|  0.4866|Merit|  0.3769|  0.2194|  0.1575|  0.5486|  0.6329|  0.2194
 5.50|  6600| 0.0| 2.0|r'|F|qs|  0.4606|Merit|  0.3407|  0.2398|  0.1009|  0.5995|  0.6205|  0.2398
 3.00|  6700| 0.0| 2.0|r'|F|qs|  0.5529|Merit|  0.2170|  0.6717| -0.4547|  1.6793|  1.0007|  0.6717
 3.50|  6700| 0.0| 2.0|r'|F|qs|  0.5142|Merit|  0.4005|  0.2274|  0.1731|  0.5686|  0.6658|  0.2274
 4.00|  6700| 0.0| 2.0|r'|F|qs|  0.5053|Merit|  0.4063|  0.1979|  0.2085|  0.4947|  0.6372|  0.1979
 4.50|  6700| 0.0| 2.0|r'|F|qs|  0.4674|Merit|  0.3612|  0.2124|  0.1489|  0.5310|  0.6090|  0.2124
 5.00|  6700| 0.0| 2.0|r'|F|qs|  0.4799|Merit|  0.3689|  0.2221|  0.1468|  0.5552|  0.6280|  0.2221
 5.50|  6700| 0.0| 2.0|r'|F|qs|  0.4538|Merit|  0.3334|  0.2408|  0.0926|  0.6021|  0.6144|  0.2408
 3.00|  6800| 0.0| 2.0|r'|F|qs|  0.5475|Merit|  0.1939|  0.7073| -0.5134|  1.7681|  1.0190|  0.7073
 3.50|  6800| 0.0| 2.0|r'|F|qs|  0.5075|Merit|  0.3878|  0.2394|  0.1483|  0.5986|  0.6671|  0.2394
 4.00|  6800| 0.0| 2.0|r'|F|qs|  0.4987|Merit|  0.3964|  0.2047|  0.1917|  0.5117|  0.6352|  0.2047
 4.50|  6800| 0.0| 2.0|r'|F|qs|  0.4927|Merit|  0.3950|  0.1955|  0.1995|  0.4887|  0.6231|  0.1955
 5.00|  6800| 0.0| 2.0|r'|F|qs|  0.4735|Merit|  0.3615|  0.2241|  0.1374|  0.5602|  0.6229|  0.2241
 5.50|  6800| 0.0| 2.0|r'|F|qs|  0.4471|Merit|  0.3268|  0.2405|  0.0863|  0.6013|  0.6074|  0.2405
 3.00|  6900| 0.0| 2.0|r'|F|qs|  0.5473|Merit|  0.1828|  0.7289| -0.5461|  1.8222|  1.0332|  0.7289
 3.50|  6900| 0.0| 2.0|r'|F|qs|  0.5006|Merit|  0.3749|  0.2514|  0.1235|  0.6285|  0.6682|  0.2514
 4.00|  6900| 0.0| 2.0|r'|F|qs|  0.4921|Merit|  0.3863|  0.2117|  0.1746|  0.5293|  0.6333|  0.2117
 4.50|  6900| 0.0| 2.0|r'|F|qs|  0.4863|Merit|  0.3860|  0.2005|  0.1855|  0.5013|  0.6199|  0.2005
 5.00|  6900| 0.0| 2.0|r'|F|qs|  0.4672|Merit|  0.3540|  0.2263|  0.1277|  0.5659|  0.6181|  0.2263
 5.50|  6900| 0.0| 2.0|r'|F|qs|  0.4407|Merit|  0.3206|  0.2402|  0.0805|  0.6004|  0.6008|  0.2402
 3.00|  7000| 0.0| 2.0|r'|F|qs|  0.5378|Merit|  0.1565|  0.7626| -0.6061|  1.9065|  1.0462|  0.7626
 3.50|  7000| 0.0| 2.0|r'|F|qs|  0.4935|Merit|  0.3611|  0.2647|  0.0964|  0.6618|  0.6700|  0.2647
 4.00|  7000| 0.0| 2.0|r'|F|qs|  0.4853|Merit|  0.3756|  0.2195|  0.1560|  0.5488|  0.6317|  0.2195
 4.50|  7000| 0.0| 2.0|r'|F|qs|  0.4798|Merit|  0.3769|  0.2058|  0.1710|  0.5146|  0.6170|  0.2058
 5.00|  7000| 0.0| 2.0|r'|F|qs|  0.4609|Merit|  0.3466|  0.2285|  0.1181|  0.5712|  0.6132|  0.2285
 5.50|  7000| 0.0| 2.0|r'|F|qs|  0.4349|Merit|  0.3149|  0.2400|  0.0750|  0.6000|  0.5949|  0.2400
 3.00|  7200| 0.0| 2.0|r'|F|qs|  0.5273|Merit|  0.1245|  0.8056| -0.6811|  2.0141|  1.0644|  0.8056
 3.50|  7200| 0.0| 2.0|r'|F|qs|  0.4798|Merit|  0.3326|  0.2946|  0.0380|  0.7365|  0.6762|  0.2946
 4.00|  7200| 0.0| 2.0|r'|F|qs|  0.4715|Merit|  0.3533|  0.2366|  0.1167|  0.5914|  0.6293|  0.2366
 4.50|  7200| 0.0| 2.0|r'|F|qs|  0.4666|Merit|  0.3579|  0.2175|  0.1404|  0.5437|  0.6116|  0.2175
 5.00|  7200| 0.0| 2.0|r'|F|qs|  0.4482|Merit|  0.3307|  0.2351|  0.0956|  0.5877|  0.6049|  0.2351
 5.50|  7200| 0.0| 2.0|r'|F|qs|  0.4245|Merit|  0.3038|  0.2413|  0.0625|  0.6033|  0.5854|  0.2413
 3.00|  7400| 0.0| 2.0|r'|F|qs|  0.5145|Merit|  0.0914|  0.8462| -0.7549|  2.1155|  1.0786|  0.8462
 3.50|  7400| 0.0| 2.0|r'|F|qs|  0.4655|Merit|  0.3004|  0.3301| -0.0297|  0.8254|  0.6856|  0.3301
 4.00|  7400| 0.0| 2.0|r'|F|qs|  0.4565|Merit|  0.3292|  0.2545|  0.0748|  0.6362|  0.6261|  0.2545
 4.50|  7400| 0.0| 2.0|r'|F|qs|  0.4529|Merit|  0.3378|  0.2302|  0.1076|  0.5756|  0.6064|  0.2302
 5.00|  7400| 0.0| 2.0|r'|F|qs|  0.4355|Merit|  0.3138|  0.2435|  0.0703|  0.6086|  0.5978|  0.2435
 5.50|  7400| 0.0| 2.0|r'|F|qs|  0.4303|Merit|  0.3069|  0.2467|  0.0602|  0.6167|  0.5947|  0.2467
 3.00|  7600| 0.0| 2.0|r'|F|qs|  0.5088|Merit|  0.0709|  0.8757| -0.8048|  2.1893|  1.0926|  0.8757
 3.50|  7600| 0.0| 2.0|r'|F|qs|  0.4513|Merit|  0.2644|  0.3738| -0.1094|  0.9346|  0.7006|  0.3738
 4.00|  7600| 0.0| 2.0|r'|F|qs|  0.4420|Merit|  0.3056|  0.2730|  0.0326|  0.6824|  0.6240|  0.2730
 4.50|  7600| 0.0| 2.0|r'|F|qs|  0.4389|Merit|  0.3169|  0.2439|  0.0730|  0.6098|  0.6015|  0.2439
 5.00|  7600| 0.0| 2.0|r'|F|qs|  0.4222|Merit|  0.2959|  0.2526|  0.0433|  0.6315|  0.5906|  0.2526
 5.50|  7600| 0.0| 2.0|r'|F|qs|  0.4183|Merit|  0.2920|  0.2526|  0.0394|  0.6315|  0.5867|  0.2526
 3.00|  7800| 0.0| 2.0|r'|F|qs|  0.4579|Merit| -0.0274|  0.9707| -0.9981|  2.4267|  1.1050|  0.9707
 3.50|  7800| 0.0| 2.0|r'|F|qs|  0.4433|Merit|  0.1780|  0.5307| -0.3527|  1.3267|  0.7971|  0.5307
 4.00|  7800| 0.0| 2.0|r'|F|qs|  0.4280|Merit|  0.2828|  0.2905| -0.0078|  0.7264|  0.6217|  0.2905
 4.50|  7800| 0.0| 2.0|r'|F|qs|  0.4245|Merit|  0.2957|  0.2576|  0.0381|  0.6440|  0.5962|  0.2576
 5.00|  7800| 0.0| 2.0|r'|F|qs|  0.4090|Merit|  0.2776|  0.2629|  0.0147|  0.6573|  0.5843|  0.2629
 5.50|  7800| 0.0| 2.0|r'|F|qs|  0.4059|Merit|  0.2761|  0.2596|  0.0165|  0.6489|  0.5789|  0.2596
 3.00|  8000| 0.0| 2.0|r'|F|qs|  0.4606|Merit| -0.0307|  0.9824| -1.0131|  2.4560|  1.1155|  0.9824
 3.50|  8000| 0.0| 2.0|r'|F|qs|  0.4384|Merit|  0.0870|  0.7029| -0.6159|  1.7571|  0.9070|  0.7029
 4.00|  8000| 0.0| 2.0|r'|F|qs|  0.4149|Merit|  0.2622|  0.3052| -0.0430|  0.7631|  0.6184|  0.3052
 4.50|  8000| 0.0| 2.0|r'|F|qs|  0.4108|Merit|  0.2757|  0.2701|  0.0056|  0.6752|  0.5908|  0.2701
 5.00|  8000| 0.0| 2.0|r'|F|qs|  0.3955|Merit|  0.2595|  0.2720| -0.0125|  0.6800|  0.5768|  0.2720
 5.50|  8000| 0.0| 2.0|r'|F|qs|  0.3932|Merit|  0.2598|  0.2668| -0.0070|  0.6669|  0.5710|  0.2668
 3.00|  8200| 0.0| 2.0|r'|F|qs|  0.4907|Merit|  0.0204|  0.9405| -0.9201|  2.3513|  1.1177|  0.9405
 3.50|  8200| 0.0| 2.0|r'|F|qs|  0.4371|Merit|  0.0451|  0.7840| -0.7388|  1.9600|  0.9598|  0.7840
 4.00|  8200| 0.0| 2.0|r'|F|qs|  0.4045|Merit|  0.2473|  0.3143| -0.0670|  0.7858|  0.6140|  0.3143
 4.50|  8200| 0.0| 2.0|r'|F|qs|  0.3743|Merit|  0.2336|  0.2814| -0.0478|  0.7035|  0.5620|  0.2814
 5.00|  8200| 0.0| 2.0|r'|F|qs|  0.3823|Merit|  0.2422|  0.2803| -0.0381|  0.7006|  0.5692|  0.2803
 5.50|  8200| 0.0| 2.0|r'|F|qs|  0.3803|Merit|  0.2435|  0.2736| -0.0301|  0.6840|  0.5627|  0.2736
 3.00|  8400| 0.0| 2.0|r'|F|qs|  0.4877|Merit|  0.0120|  0.9515| -0.9395|  2.3786|  1.1220|  0.9515
 3.50|  8400| 0.0| 2.0|r'|F|qs|  0.4405|Merit|  0.0340|  0.8131| -0.7791|  2.0326|  0.9825|  0.8131
 4.00|  8400| 0.0| 2.0|r'|F|qs|  0.3972|Merit|  0.2389|  0.3167| -0.0778|  0.7917|  0.6083|  0.3167
 4.50|  8400| 0.0| 2.0|r'|F|qs|  0.3664|Merit|  0.2233|  0.2860| -0.0627|  0.7151|  0.5571|  0.2860
 5.00|  8400| 0.0| 2.0|r'|F|qs|  0.3701|Merit|  0.2273|  0.2856| -0.0583|  0.7139|  0.5605|  0.2856
 5.50|  8400| 0.0| 2.0|r'|F|qs|  0.3677|Merit|  0.2281|  0.2791| -0.0509|  0.6977|  0.5537|  0.2791
 3.00|  8600| 0.0| 2.0|r'|F|qs|  0.4852|Merit|  0.0032|  0.9640| -0.9608|  2.4099|  1.1278|  0.9640
 3.50|  8600| 0.0| 2.0|r'|F|qs|  0.4446|Merit|  0.0382|  0.8127| -0.7745|  2.0318|  0.9864|  0.8127
 4.00|  8600| 0.0| 2.0|r'|F|qs|  0.3959|Merit|  0.2430|  0.3059| -0.0629|  0.7646|  0.5998|  0.3059
 4.50|  8600| 0.0| 2.0|r'|F|qs|  0.3607|Merit|  0.2172|  0.2869| -0.0697|  0.7174|  0.5520|  0.2869
 5.00|  8600| 0.0| 2.0|r'|F|qs|  0.3590|Merit|  0.2146|  0.2889| -0.0743|  0.7223|  0.5517|  0.2889
 5.50|  8600| 0.0| 2.0|r'|F|qs|  0.3553|Merit|  0.2136|  0.2834| -0.0699|  0.7086|  0.5443|  0.2834
 3.00|  8800| 0.0| 2.0|r'|F|qs|  0.4764|Merit| -0.0174|  0.9876| -1.0050|  2.4691|  1.1348|  0.9876
 3.50|  8800| 0.0| 2.0|r'|F|qs|  0.4390|Merit|  0.0231|  0.8318| -0.8087|  2.0795|  0.9936|  0.8318
 4.00|  8800| 0.0| 2.0|r'|F|qs|  0.3950|Merit|  0.2609|  0.2682| -0.0073|  0.6705|  0.5738|  0.2682
 4.50|  8800| 0.0| 2.0|r'|F|qs|  0.3614|Merit|  0.2326|  0.2576| -0.0249|  0.6439|  0.5331|  0.2576
 5.00|  8800| 0.0| 2.0|r'|F|qs|  0.3483|Merit|  0.2231|  0.2503| -0.0272|  0.6258|  0.5152|  0.2503
 5.50|  8800| 0.0| 2.0|r'|F|qs|  0.3411|Merit|  0.2186|  0.2450| -0.0264|  0.6125|  0.5045|  0.2450
 3.00|  9000| 0.0| 2.0|r'|F|qs|  0.4707|Merit| -0.0333|  1.0079| -1.0412|  2.5199|  1.1426|  1.0079
 3.50|  9000| 0.0| 2.0|r'|F|qs|  0.4341|Merit|  0.0098|  0.8487| -0.8390|  2.1219|  1.0000|  0.8487
 4.00|  9000| 0.0| 2.0|r'|F|qs|  0.3956|Merit|  0.2645|  0.2622|  0.0024|  0.6554|  0.5704|  0.2622
 4.50|  9000| 0.0| 2.0|r'|F|qs|  0.3613|Merit|  0.2377|  0.2473| -0.0096|  0.6182|  0.5262|  0.2473
 5.00|  9000| 0.0| 2.0|r'|F|qs|  0.3399|Merit|  0.2170|  0.2458| -0.0288|  0.6145|  0.5037|  0.2458
 5.50|  9000| 0.0| 2.0|r'|F|qs|  0.3306|Merit|  0.2094|  0.2423| -0.0329|  0.6057|  0.4921|  0.2423
 3.00|  9200| 0.0| 2.0|r'|F|qs|  0.4666|Merit| -0.0480|  1.0292| -1.0772|  2.5729|  1.1527|  1.0292
 3.50|  9200| 0.0| 2.0|r'|F|qs|  0.4271|Merit| -0.0088|  0.8718| -0.8806|  2.1796|  1.0083|  0.8718
 4.00|  9200| 0.0| 2.0|r'|F|qs|  0.3904|Merit|  0.2607|  0.2595|  0.0012|  0.6486|  0.5634|  0.2595
 4.50|  9200| 0.0| 2.0|r'|F|qs|  0.3701|Merit|  0.2559|  0.2285|  0.0273|  0.5714|  0.5225|  0.2285
 5.00|  9200| 0.0| 2.0|r'|F|qs|  0.3362|Merit|  0.2156|  0.2413| -0.0256|  0.6031|  0.4971|  0.2413
 5.50|  9200| 0.0| 2.0|r'|F|qs|  0.3231|Merit|  0.2027|  0.2408| -0.0381|  0.6021|  0.4837|  0.2408
